Date,Average-Hourly-Earnings,Average-weekly-hours,Civilian-Labor-Force-Level,Consumer-Price-Index,Total-Nonfarm-Payrolls,Unemployment-Rate
2021-03-01,30.03,34.9,160439.0,264.877,144232.0,6.1
2021-04-01,30.22,34.9,160799.0,267.054,144587.0,6.1
2021-05-01,30.41,34.9,160806.0,269.195,145065.0,5.8
2021-06-01,30.54,34.8,161202.0,271.696,145820.0,5.9
2021-07-01,30.66,34.8,161543.0,273.003,146762.0,5.4
2021-08-01,30.78,34.8,161527.0,273.567,147314.0,5.1
2021-09-01,30.98,34.8,161454.0,274.31,147771.0,4.7
2021-10-01,31.14,34.7,161736.0,276.589,148572.0,4.5
2021-11-01,31.23,34.8,162243.0,277.948,149230.0,4.1
2021-12-01,31.39,34.9,162466.0,278.802,149816.0,3.9
2022-01-01,31.6,34.5,163614.0,281.148,150006.0,4.0
2022-02-01,31.64,34.7,163978.0,283.716,150825.0,3.9
2022-03-01,31.8,34.7,164271.0,287.504,151315.0,3.7
2022-04-01,31.96,34.6,163847.0,289.109,151623.0,3.7
2022-05-01,32.1,34.6,164372.0,292.296,151924.0,3.6
2022-06-01,32.19,34.6,164059.0,296.311,152358.0,3.6
2022-07-01,32.34,34.6,164076.0,296.276,153072.0,3.5
2022-08-01,32.44,34.5,164653.0,296.171,153362.0,3.6
2022-09-01,32.57,34.6,164561.0,296.808,153582.0,3.5
2022-10-01,32.7,34.6,164620.0,298.012,153939.0,3.6
2022-11-01,32.82,34.5,164402.0,297.711,154242.0,3.6
2022-12-01,32.94,34.4,164983.0,296.797,154342.0,3.5
2023-01-01,33.02,34.6,165943.0,299.17,154776.0,3.5
2023-02-01,33.15,34.5,166443.0,300.84,155066.0,3.6
2023-03-01,33.27,34.4,166707.0,301.836,155134.0,3.5
2023-04-01,33.43,34.4,166674.0,303.363,155375.0,3.4
2023-05-01,33.5,34.4,166896.0,304.127,155655.0,3.6
2023-06-01,33.69,34.4,166958.0,305.109,155880.0,3.6
2023-07-01,33.85,34.3,167169.0,305.691,156043.0,3.5
2023-08-01,33.89,34.4,167760.0,307.026,156261.0,3.7
2023-09-01,34.01,34.4,167725.0,307.789,156417.0,3.7
2023-10-01,34.08,34.3,167661.0,307.671,156576.0,3.9
2023-11-01,34.17,34.4,168090.0,307.051,156703.0,3.7
2023-12-01,34.29,34.4,167388.0,306.746,156857.0,3.8
2024-01-01,34.47,34.2,167308.0,308.417,157032.0,3.7
2024-02-01,34.52,34.4,167569.0,310.326,157238.0,3.9
2024-03-01,34.65,34.4,167983.0,312.332,157466.0,3.9
2024-04-01,34.76,34.2,167923.0,313.548,157530.0,3.9
2024-05-01,34.89,34.3,167807.0,314.069,157608.0,3.9
2024-06-01,35.01,34.3,168034.0,314.175,157695.0,4.1
2024-07-01,35.08,34.2,168395.0,314.54,157748.0,4.2
2024-08-01,35.22,34.3,168492.0,314.796,157757.0,4.2
2024-09-01,35.34,34.3,168662.0,315.301,157912.0,4.1
2024-10-01,35.46,34.2,168395.0,315.664,157945.0,4.1
2024-11-01,35.6,34.3,168248.0,315.493,158079.0,4.2
2024-12-01,35.69,34.3,168506.0,315.605,158316.0,4.1
2025-01-01,35.84,34.1,170696.0,317.671,158268.0,4.0
2025-02-01,35.94,34.2,170441.0,319.082,158310.0,4.2
2025-03-01,36.11,34.2,170641.0,319.799,158377.0,4.2
2025-04-01,36.12,34.3,171054.0,320.795,158485.0,4.2
2025-05-01,36.28,34.2,170492.0,321.465,158498.0,4.3
2025-06-01,36.36,34.2,170380.0,322.561,158478.0,4.1
2025-07-01,36.47,34.2,170412.0,323.048,158542.0,4.3
2025-08-01,36.62,34.2,170750.0,323.976,158472.0,4.3
2025-09-01,36.7,34.2,171261.0,324.8,158548.0,4.4
2025-10-01,36.85,34.2,,,158408.0,
2025-11-01,37.0,34.3,171541.0,324.122,158449.0,4.5
2025-12-01,37.02,34.2,171495.0,324.054,158432.0,4.4
2026-01-01,37.15,34.3,170465.0,325.252,158592.0,4.3
2026-02-01,37.29,34.3,170483.0,326.785,158459.0,4.4
2026-03-01,37.38,34.2,170087.0,330.213,158637.0,4.3
